scenario_id,arc_id,travel_factor,activation_success,lifetime
0,0,0.7475694080976637,1,1000000
0,1,0.901523677482448,1,1000000
0,2,0.9473883967013979,1,1000000
0,3,0.7251631142397325,1,1000000
0,4,0.784527599007272,1,1000000
0,5,0.6646825775963147,1,1000000
0,6,0.8670827859555894,1,1000000
0,7,0.8737468825239098,1,1000000
0,8,0.9449497556664745,1,1000000
0,9,0.8157633911381531,1,1000000
0,10,0.9776812383835777,1,1000000
0,11,0.6422067764825684,1,1000000
0,12,0.7226759823194724,1,1000000
0,13,0.7830543239265593,1,1000000
0,14,0.7509994518743767,1,1000000
0,15,0.7393061198280132,1,1000000
0,16,0.7631258884180282,1,1000000
0,17,0.6377148119728602,1,1000000
0,18,1.0407733425379502,1,1000000
0,19,0.7246895741748456,1,1000000
0,20,0.7379554022643208,1,1000000
0,21,0.8353030800204638,1,1000000
0,22,0.7059823715685318,1,1000000
0,23,0.8669966532564456,1,1000000
0,24,0.9254381018366554,1,1000000
0,25,0.7276407232044234,1,1000000
0,26,0.7439605352320778,1,1000000
0,27,0.6915178268159384,1,1000000
0,28,0.7203257924281627,1,1000000
0,29,0.6904781363436049,1,1000000
0,30,0.8776346695949907,1,1000000
0,31,0.888417857911014,1,1000000
0,32,0.8773294758298272,1,1000000
0,33,0.7735378431899035,1,1000000
0,34,0.7324255666591294,1,1000000
0,35,0.7930911527447018,1,1000000
0,36,0.8206834831467346,1,1000000
0,37,0.6963204420992704,1,1000000
0,38,0.8991905733410788,1,1000000
0,39,0.8217975808199669,1,1000000
0,40,0.9028318293708322,1,1000000
0,41,0.8195414943970888,1,1000000
0,42,0.8766394933160966,1,1000000
0,43,0.8567402887613255,1,1000000
0,44,0.7685026592427356,1,1000000
0,45,0.7802187730734633,1,1000000
0,46,0.8124788615966091,1,1000000
0,47,0.7980054734460709,1,1000000
0,48,0.7601776500806555,1,1000000
0,49,0.71803813453602,1,1000000
0,50,0.8627812236881636,1,1000000
0,51,0.7113731383328563,1,1000000
0,52,0.7858762542576233,1,1000000
0,53,0.8569591946473104,0,5
0,54,0.8314192067393842,1,3
0,55,0.9013898035064402,0,7
0,56,0.8422088992759923,0,3
1,0,0.9320787348868217,1,1000000
1,1,1.023971382866239,1,1000000
1,2,1.0764578213968072,1,1000000
1,3,1.0690287342641873,1,1000000
1,4,1.1573712103650355,1,1000000
1,5,1.0786866978482037,1,1000000
1,6,0.9805403786249983,1,1000000
1,7,1.1318838706184953,1,1000000
1,8,0.9265934246328694,1,1000000
1,9,1.1579929625498742,1,1000000
1,10,1.0193281722258265,1,1000000
1,11,0.8514529747468785,1,1000000
1,12,0.8609692126026177,1,1000000
1,13,1.1322612753347934,1,1000000
1,14,0.9943291230488103,1,1000000
1,15,0.9060268813945821,1,1000000
1,16,0.9298185596252947,1,1000000
1,17,1.080386774632667,1,1000000
1,18,1.0929131176446925,1,1000000
1,19,1.062158377484573,1,1000000
1,20,1.0921859673222059,1,1000000
1,21,1.0960629500696064,1,1000000
1,22,1.042794685754607,1,1000000
1,23,0.9599836667229039,1,1000000
1,24,1.21900735693421,1,1000000
1,25,1.0872324311867059,1,1000000
1,26,1.0721612978886743,1,1000000
1,27,0.9172757524687831,1,1000000
1,28,1.1031413519254558,1,1000000
1,29,0.9634787441767384,1,1000000
1,30,1.1514051841858135,1,1000000
1,31,1.0742154460319515,1,1000000
1,32,1.0254795071129734,1,1000000
1,33,0.9516131407589737,1,1000000
1,34,1.0257402470320984,1,1000000
1,35,1.023762445111713,1,1000000
1,36,0.9391776058102442,1,1000000
1,37,1.0269336951050878,1,1000000
1,38,1.1228394634708685,1,1000000
1,39,1.1412650173913155,1,1000000
1,40,1.1635629328430743,1,1000000
1,41,1.0645503084716121,1,1000000
1,42,0.9868130363232259,1,1000000
1,43,1.0092216349559717,1,1000000
1,44,1.128176404021096,1,1000000
1,45,0.9288557521239388,1,1000000
1,46,0.9588556224516868,1,1000000
1,47,1.0401691489790117,1,1000000
1,48,1.1047536714434352,1,1000000
1,49,1.0327446915537468,1,1000000
1,50,0.8991641035372605,1,1000000
1,51,1.0077011034089902,1,1000000
1,52,1.0259294880552048,1,1000000
1,53,0.8455359299005921,1,4
1,54,0.9810563884301636,0,3
1,55,1.0975118716307548,1,4
1,56,1.156991815785482,1,5
2,0,0.933574424739552,1,1000000
2,1,0.7685521148416825,1,1000000
2,2,1.116039159727119,1,1000000
2,3,1.1303084741094467,1,1000000
2,4,0.9544656288769974,1,1000000
2,5,1.1090738796654245,1,1000000
2,6,1.0255115054300217,1,1000000
2,7,1.136634961720757,1,1000000
2,8,0.9598135824525877,1,1000000
2,9,0.9262041679610279,1,1000000
2,10,1.0122272923539586,1,1000000
2,11,0.9985763155061482,1,1000000
2,12,0.8487237380570513,1,1000000
2,13,0.8695492473308422,1,1000000
2,14,0.9939552919434467,1,1000000
2,15,1.026128505075512,1,1000000
2,16,0.8185992581568425,1,1000000
2,17,1.107822805027495,1,1000000
2,18,1.0949167275715654,1,1000000
2,19,1.1306910859166728,1,1000000
2,20,1.053234993452046,1,1000000
2,21,1.0479261373548066,1,1000000
2,22,0.8588469343584234,1,1000000
2,23,0.9669014608472728,1,1000000
2,24,0.8770978260399173,1,1000000
2,25,0.9348668060663958,1,1000000
2,26,1.028044345714002,1,1000000
2,27,1.2462738133966056,1,1000000
2,28,0.9087485013018433,1,1000000
2,29,0.8556738819440309,1,1000000
2,30,0.932862191942814,1,1000000
2,31,0.9357883608513121,1,1000000
2,32,0.8847004467570021,1,1000000
2,33,1.0285274484743954,1,1000000
2,34,1.0876200169376402,1,1000000
2,35,0.9270919142599965,1,1000000
2,36,0.9710749638244723,1,1000000
2,37,1.005218811781261,1,1000000
2,38,0.9204765177845444,1,1000000
2,39,1.0178025502502717,1,1000000
2,40,0.9974075365134076,1,1000000
2,41,0.9030378064814136,1,1000000
2,42,0.9389968764981497,1,1000000
2,43,0.9400854487630353,1,1000000
2,44,0.9679292971142602,1,1000000
2,45,1.0786256073099267,1,1000000
2,46,0.9628463661488177,1,1000000
2,47,1.2728023513458975,1,1000000
2,48,1.0593974651358595,1,1000000
2,49,1.0004907740043631,1,1000000
2,50,0.9104071438928427,1,1000000
2,51,0.9828072738159106,1,1000000
2,52,1.0334033676400316,1,1000000
2,53,0.884257541317819,1,6
2,54,1.0297314979112675,1,6
2,55,1.0424075189918698,1,3
2,56,0.9532755401205213,0,6
3,0,0.7837297903051796,1,1000000
3,1,0.822099393955375,1,1000000
3,2,0.8265171708569661,1,1000000
3,3,0.8107274149671598,1,1000000
3,4,0.7094630495266171,1,1000000
3,5,0.766477664413771,1,1000000
3,6,0.7993959494258063,1,1000000
3,7,0.8633764667465822,1,1000000
3,8,0.8260519087489652,1,1000000
3,9,0.9050560266980004,1,1000000
3,10,0.7705634322064965,1,1000000
3,11,0.7264323054001851,1,1000000
3,12,0.7268253443145197,1,1000000
3,13,0.7080960319409177,1,1000000
3,14,0.7229007017335803,1,1000000
3,15,0.8822041647361931,1,1000000
3,16,0.8673553892966704,1,1000000
3,17,0.6918018263596354,1,1000000
3,18,0.6482910223675261,1,1000000
3,19,0.8356239327380824,1,1000000
3,20,0.8313334639209838,1,1000000
3,21,0.8521667562724117,1,1000000
3,22,0.6898139054623895,1,1000000
3,23,0.8342895868852962,1,1000000
3,24,0.7597617682851675,1,1000000
3,25,0.7053908986739665,1,1000000
3,26,0.8220638103090554,1,1000000
3,27,0.7938042411193967,1,1000000
3,28,0.8126436879317145,1,1000000
3,29,0.8540571742691067,1,1000000
3,30,0.7339648753984489,1,1000000
3,31,0.7751620268625391,1,1000000
3,32,0.8159748905182626,1,1000000
3,33,0.8037980370773796,1,1000000
3,34,0.7998161086871919,1,1000000
3,35,0.7940269766361623,1,1000000
3,36,0.7339117237623575,1,1000000
3,37,0.6180898845983274,1,1000000
3,38,0.7431626878672469,1,1000000
3,39,0.7947079678101865,1,1000000
3,40,0.8134572241250945,1,1000000
3,41,0.7602094031776998,1,1000000
3,42,0.9977985342775777,1,1000000
3,43,0.7220379634564009,1,1000000
3,44,0.7150487902729329,1,1000000
3,45,0.7035814388348809,1,1000000
3,46,0.8023515032099481,1,1000000
3,47,0.8491161758045157,1,1000000
3,48,0.72472759303203,1,1000000
3,49,0.7889460903399814,1,1000000
3,50,0.820877374100484,1,1000000
3,51,0.8244787720749805,1,1000000
3,52,0.756562609372029,1,1000000
3,53,0.7631441487176929,1,6
3,54,0.6720989491656751,1,3
3,55,0.6981222976070155,1,6
3,56,0.7914721129545531,0,6
4,0,0.818971271185021,1,1000000
4,1,0.7824554675288364,1,1000000
4,2,0.6501828194832221,1,1000000
4,3,0.975341582711267,1,1000000
4,4,0.7583210040825031,1,1000000
